equation,term,estimate,se
list_density_diff,model:grok-3-preview-02-24,-0.4087708869188052,0.03648863973949021
list_density_diff,model:grok-4-0709,-0.5530870843412422,0.045456460510542696
list_density_diff,model:hunyuan-turbos-20250416,-0.400288412772735,0.055063767301047395
list_density_diff,model:kimi-k2-0711-preview,-0.5423824255662102,0.04292063836796547
list_density_diff,model:llama-3.3-70b-instruct,-0.44491354080627066,0.036611038552130465
list_density_diff,model:llama-4-maverick-03-26-experimental,-0.2884685789656949,0.03613936719691594
list_density_diff,model:llama-4-maverick-17b-128e-instruct,-0.5111194833917113,0.03606856045808766
list_density_diff,model:llama-4-scout-17b-16e-instruct,-0.3801942284600804,0.04223405069787059
list_density_diff,model:magistral-medium-2506,-0.46515995763889023,0.05327694879018439
list_density_diff,model:minimax-m1,-0.09396333698860215,0.03704259698030927
list_density_diff,model:mistral-medium-2505,-0.04948526281308813,0.034476702682889805
list_density_diff,model:mistral-small-2506,-0.030339216740654634,0.043270654265220025
list_density_diff,model:mistral-small-3.1-24b-instruct-2503,-0.12689222570028938,0.041126519468902806
list_density_diff,model:o3-2025-04-16,-0.9347838818740193,0.03512845511899631
list_density_diff,model:o3-mini,-0.46472877555727227,0.03533707319443755
list_density_diff,model:o4-mini-2025-04-16,-0.6020130772182681,0.036477451334976436
list_density_diff,model:qwen-max-2025-01-25,-0.26764340846443735,0.0370096453720993
list_density_diff,model:qwen3-235b-a22b,-0.1904313625253628,0.03631227302574014
list_density_diff,model:qwen3-235b-a22b-instruct-2507,-0.2878935400218559,0.06748303073653339
list_density_diff,model:qwen3-235b-a22b-no-thinking,-0.2764572261428232,0.03416853446967414
list_density_diff,model:qwen3-30b-a3b,-0.20300054370370196,0.035923552728457556
list_density_diff,model:qwq-32b,-0.11193449522903814,0.0372901986785556
bold_density_diff,const,-0.007634759939923784,0.014538783368960034
bold_density_diff,log_token_ratio,0.12756216688436345,0.00864885121368648
bold_density_diff,log_user_tokens,0.0008169981748184403,0.0033515373636592446
bold_density_diff,turns,0.003414905677248404,0.0030791690184812665
bold_density_diff,cw,0.011191214911138196,0.015247791199037835
bold_density_diff,if,0.0016582333223219858,0.011173639988239554
bold_density_diff,math,-0.02954078822769166,0.01638790452702587
bold_density_diff,code,-0.014432601299240165,0.008956333791373955
bold_density_diff,complexity,0.0005657094809427917,0.009993443245709693
bold_density_diff,creativity,-0.01353525087311818,0.009009716275628033
bold_density_diff,domain_knowledge,0.0173983624800806,0.013326348608914813
bold_density_diff,problem_solving,-0.000504363237018039,0.011977678671875505
bold_density_diff,real_world,0.018164029490709912,0.010665725224892342
bold_density_diff,specificity,-0.019053377334138488,0.012893482905849194
bold_density_diff,technical_accuracy,0.003920263016068756,0.012216006101822831
bold_density_diff,model:amazon.nova-pro-v1:0,-0.10148729102007609,0.03101886714883506
bold_density_diff,model:chatgpt-4o-latest-20250326,0.15442581081002893,0.030527340158473307
bold_density_diff,model:claude-3-5-haiku-20241022,-0.9069459544288168,0.032113498530517356
bold_density_diff,model:claude-3-5-sonnet-20241022,-0.9339453487365124,0.03109500888346293
bold_density_diff,model:claude-3-7-sonnet-20250219,-0.8248949618906716,0.031813731138915204
bold_density_diff,model:claude-3-7-sonnet-20250219-thinking-32k,-0.870333683500248,0.031322290837457634
bold_density_diff,model:claude-opus-4-20250514,-0.6112749903355087,0.028804404114813498
bold_density_diff,model:claude-opus-4-20250514-thinking-16k,-0.5797981549129497,0.030537109393515543
bold_density_diff,model:claude-sonnet-4-20250514,-0.5801533011790473,0.029891191111977137
bold_density_diff,model:claude-sonnet-4-20250514-thinking-32k,-0.5190354974164203,0.031821554321406306
bold_density_diff,model:command-a-03-2025,0.11675285670416832,0.02991424545140243
bold_density_diff,model:deepseek-r1-0528,0.19777185637725547,0.03016276325049607
bold_density_diff,model:deepseek-v3-0324,0.3756526232429544,0.03235921129769925
bold_density_diff,model:gemini-2.0-flash-001,-0.06651087995163804,0.029882731342963518
bold_density_diff,model:gemini-2.0-flash-thinking-exp-01-21,-0.08244763526938433,0.051588381034988195
bold_density_diff,model:gemini-2.5-flash,-0.14162889478159757,0.029051361563413175
bold_density_diff,model:gemini-2.5-flash-lite-preview-06-17-thinking,-0.11848459524049233,0.032451545385583765
bold_density_diff,model:gemini-2.5-flash-preview-04-17,-0.24953977592351842,0.0317988052636527
bold_density_diff,model:gemini-2.5-pro,-0.1651787570817343,0.02849006376862125
bold_density_diff,model:gemini-2.5-pro-preview-03-25,-0.08967564830748323,0.03793764965452737
bold_density_diff,model:gemini-2.5-pro-preview-05-06,-0.1983169373514296,0.03576929385214093
bold_density_diff,model:gemma-3-27b-it,-0.0014850114023997228,0.028614476842986746
bold_density_diff,model:gemma-3n-e4b-it,0.10243171597703592,0.0351424637835553
bold_density_diff,model:gpt-4.1-2025-04-14,0.28393472501740186,0.031374667988231755
bold_density_diff,model:gpt-4.1-mini-2025-04-14,-0.1690193159364717,0.030808864480270905
bold_density_diff,model:gpt-4o-2024-11-20,-0.22950525793828472,0.058742612101689996
bold_density_diff,model:gpt-4o-mini-2024-07-18,-0.26747639707849297,0.05029558194526289
bold_density_diff,model:grok-3-mini-beta,-0.5709467365323847,0.02874383133396083
bold_density_diff,model:grok-3-mini-high,-0.5909307253452161,0.03195365408084635
bold_density_diff,model:grok-3-preview-02-24,-0.45433758555640796,0.02878952159338206
bold_density_diff,model:grok-4-0709,-0.5338742028876298,0.037257734441240385
bold_density_diff,model:hunyuan-turbos-20250416,-0.13891239558607762,0.0473250455606891
bold_density_diff,model:kimi-k2-0711-preview,0.02392371887684354,0.051182715307576516
bold_density_diff,model:llama-3.3-70b-instruct,-0.47661862051619747,0.032798265537762425
bold_density_diff,model:llama-4-maverick-03-26-experimental,0.1253266826097797,0.03247806299281711
bold_density_diff,model:llama-4-maverick-17b-128e-instruct,-0.4707968765300323,0.029930480821871743
bold_density_diff,model:llama-4-scout-17b-16e-instruct,-0.36920139102965305,0.03432444044097284
bold_density_diff,model:magistral-medium-2506,-0.6977601696479107,0.03980979926350108
bold_density_diff,model:minimax-m1,0.2069944877016137,0.031580185879625154
bold_density_diff,model:mistral-medium-2505,0.3756691205447106,0.030612883728527267
bold_density_diff,model:mistral-small-2506,0.4887762346844306,0.044640456760780156
bold_density_diff,model:mistral-small-3.1-24b-instruct-2503,-0.07022518524475405,0.0368762713362695
bold_density_diff,model:o3-2025-04-16,-0.9185875764202261,0.028725210507819853
bold_density_diff,model:o3-mini,-0.2692519854416044,0.02961336251068709
bold_density_diff,model:o4-mini-2025-04-16,-0.7040146234183939,0.03016982430597291
bold_density_diff,model:qwen-max-2025-01-25,-0.12357797028216622,0.030968214239866138
bold_density_diff,model:qwen3-235b-a22b,0.2530597029344159,0.030685083659423004
bold_density_diff,model:qwen3-235b-a22b-instruct-2507,0.20222910037854389,0.05987858902900426
bold_density_diff,model:qwen3-235b-a22b-no-thinking,0.012227976888384165,0.028405549297101852
bold_density_diff,model:qwen3-30b-a3b,0.40334419168706337,0.032841372626755884
bold_density_diff,model:qwq-32b,0.30711510377559753,0.03242218175882603
winner_a,const,0.00393336495196178,0.03881806584938158
winner_a,log_token_ratio,0.460381634957777,0.0169335547628614
winner_a,header_density_diff,0.012366673222848696,0.01310799061957755
winner_a,list_density_diff,-0.012295891003642066,0.011984230583814112
winner_a,bold_density_diff,0.07837070706089322,0.01467045692330499
winner_a,log_user_tokens,0.02348765937205335,0.009872798985300114
winner_a,turns,-0.01980258496668163,0.010196901867656911
winner_a,cw,-0.017964949287635423,0.04137139026523955
winner_a,if,-0.030966727051804515,0.03184363575707869
winner_a,math,0.07902320615296791,0.04245242840057425
winner_a,code,0.024576581827345224,0.025681161376653074
winner_a,complexity,-0.015637564723517374,0.02598721116389441
winner_a,creativity,0.0013439497941331313,0.026614796608742924
winner_a,domain_knowledge,-0.014926325522632105,0.033952934690652345
winner_a,problem_solving,-0.026369128962530998,0.030933646235773438
winner_a,real_world,-0.05575197474970374,0.02901938405905762
winner_a,specificity,-0.013270219116118373,0.03089731134707572
winner_a,technical_accuracy,-0.009322235871199885,0.03025449985940787
winner_a,model:amazon.nova-pro-v1:0,-0.014436081781128327,0.086711009742326
winner_a,model:chatgpt-4o-latest-20250326,1.1061580849984336,0.08294961260785981
winner_a,model:claude-3-5-haiku-20241022,0.08963285072034026,0.09053050636518997
winner_a,model:claude-3-5-sonnet-20241022,0.5220275398192811,0.08798775411447995
winner_a,model:claude-3-7-sonnet-20250219,0.6047023074001552,0.08785821651864059
winner_a,model:claude-3-7-sonnet-20250219-thinking-32k,0.6635785008258531,0.08809031012959727
winner_a,model:claude-opus-4-20250514,0.851540763053258,0.08187700624190468
winner_a,model:claude-opus-4-20250514-thinking-16k,0.8966998364589781,0.08796793511210614
winner_a,model:claude-sonnet-4-20250514,0.6390890248844002,0.08447461600034374
winner_a,model:claude-sonnet-4-20250514-thinking-32k,0.7568319167935148,0.08848423421443719
winner_a,model:command-a-03-2025,0.3487244492810038,0.08391657021190711
winner_a,model:deepseek-r1-0528,0.9642141842443258,0.08667050850002857
winner_a,model:deepseek-v3-0324,0.8214425146511442,0.08625905262291259
winner_a,model:gemini-2.0-flash-001,0.4128797199326327,0.08522884882748621
winner_a,model:gemini-2.0-flash-thinking-exp-01-21,0.44098560235204953,0.19209711431339008
winner_a,model:gemini-2.5-flash,0.8694248078841272,0.08073863797302962
winner_a,model:gemini-2.5-flash-lite-preview-06-17-thinking,0.6274361644502362,0.08852923353531152
winner_a,model:gemini-2.5-flash-preview-04-17,0.7893503477353085,0.08896429071660637
winner_a,model:gemini-2.5-pro,1.2461909732745067,0.08319507695389713
winner_a,model:gemini-2.5-pro-preview-03-25,1.2043257751136551,0.11677149135518357
winner_a,model:gemini-2.5-pro-preview-05-06,0.9561236205161361,0.09767922822344287
winner_a,model:gemma-3-27b-it,0.5205796069904707,0.08322837720597193
winner_a,model:gemma-3n-e4b-it,0.1651511898259136,0.10487040458108624
winner_a,model:gpt-4.1-2025-04-14,0.9359831390305035,0.08525749204499757
winner_a,model:gpt-4.1-mini-2025-04-14,0.6863414147210553,0.08630156536452803
winner_a,model:gpt-4o-2024-11-20,0.6296348522791857,0.1610855832555301
winner_a,model:gpt-4o-mini-2024-07-18,-0.03195377172934731,0.16500725583419407
winner_a,model:grok-3-mini-beta,0.53488891442253,0.08583458533533608
winner_a,model:grok-3-mini-high,0.5171725610621821,0.10104545193601112
winner_a,model:grok-3-preview-02-24,0.890099442287676,0.0864485459109613
winner_a,model:grok-4-0709,1.1065618063377933,0.12282041331184253
winner_a,model:hunyuan-turbos-20250416,0.6907185705162129,0.1227094819217485
winner_a,model:kimi-k2-0711-preview,0.9143064905407283,0.10281811672115856
winner_a,model:llama-3.3-70b-instruct,0.09553224435875841,0.09003371826999833
winner_a,model:llama-4-maverick-03-26-experimental,0.5817908252778734,0.08707002650313232
winner_a,model:llama-4-maverick-17b-128e-instruct,0.22086411659815952,0.08861101677986988
winner_a,model:llama-4-scout-17b-16e-instruct,0.28602377647023525,0.10369758252606452
winner_a,model:magistral-medium-2506,0.1595372149991987,0.11566776453814138
winner_a,model:minimax-m1,0.8224880952279032,0.08781571728506991
winner_a,model:mistral-medium-2505,0.7308707487961865,0.08180822293864622
winner_a,model:mistral-small-2506,0.4184218623663094,0.10873401363852497
winner_a,model:mistral-small-3.1-24b-instruct-2503,-0.09189102739965144,0.10049520459051267
winner_a,model:o3-2025-04-16,1.1999063107713523,0.08329963633176383
winner_a,model:o3-mini,0.3858650988070536,0.0846345706556219
winner_a,model:o4-mini-2025-04-16,1.0147821734657387,0.08582331548274622
winner_a,model:qwen-max-2025-01-25,0.6529097978024598,0.09031423864144006
winner_a,model:qwen3-235b-a22b,0.6645151507466526,0.08858302498890337
winner_a,model:qwen3-235b-a22b-instruct-2507,0.5200917807430561,0.16915725561138836
winner_a,model:qwen3-235b-a22b-no-thinking,0.8481770302560409,0.08152101597669038
winner_a,model:qwen3-30b-a3b,0.25223194897340395,0.08822610108883865
winner_a,model:qwq-32b,0.4236010808861139,0.0902174529186065
